Eval_acc,Eval_loss,Test_acc,Test_loss,Train_loss,epoch,step,training_epoch_average
,,,,0.046776533126831055,6,5449,
,,,,0.33913129568099976,6,5499,
,,,,0.031579844653606415,6,5549,
,,,,0.2200680822134018,6,5599,
,,,,0.060943037271499634,6,5649,
,,,,0.052005864679813385,6,5699,
,,,,0.05948119983077049,6,5749,
,,,,0.2928921580314636,6,5799,
,,,,0.10807421803474426,6,5849,
,,,,0.08980321884155273,6,5899,
,,,,0.08148842304944992,6,5949,
,,,,0.0694345235824585,6,5999,
0.9497920870780945,0.15847843885421753,,,,6,6019,
,,,,,6,6019,0.10934319347143173
,,,,0.023444442078471184,7,6049,
,,,,0.12269441038370132,7,6099,
,,,,0.011757505126297474,7,6149,
,,,,0.023746848106384277,7,6199,
,,,,0.07479530572891235,7,6249,
,,,,0.2113340049982071,7,6299,
,,,,0.058217573910951614,7,6349,
,,,,0.047932058572769165,7,6399,
,,,,0.13173907995224,7,6449,
,,,,0.08228632807731628,7,6499,
,,,,0.03771520033478737,7,6549,
,,,,0.02823066897690296,7,6599,
,,,,0.18159131705760956,7,6649,
,,,,0.119684599339962,7,6699,
,,,,0.08515527099370956,7,6749,
,,,,0.32699525356292725,7,6799,
,,,,0.21155627071857452,7,6849,
0.9509522318840027,0.18050813674926758,,,,7,6879,
,,,,,7,6879,0.10134756565093994
,,,,0.03770141676068306,8,6899,
,,,,0.0398380272090435,8,6949,
,,,,0.08250261098146439,8,6999,
,,,,0.007896604016423225,8,7049,
,,,,0.026569310575723648,8,7099,
,,,,0.09303739666938782,8,7149,
,,,,0.10449912399053574,8,7199,
,,,,0.12187620997428894,8,7249,
,,,,0.11240716278553009,8,7299,
,,,,0.1376279890537262,8,7349,
,,,,0.035362519323825836,8,7399,
,,,,0.0448264479637146,8,7449,
,,,,0.22175189852714539,8,7499,
,,,,0.09986954927444458,8,7549,
,,,,0.08137978613376617,8,7599,
,,,,0.011715168133378029,8,7649,
,,,,0.10684175789356232,8,7699,
0.9517720937728882,0.19360284507274628,,,,8,7739,
,,,,,8,7739,0.10006561130285263
,,,,0.0859202966094017,9,7749,
,,,,0.12400838732719421,9,7799,
,,,,0.1948089599609375,9,7849,
,,,,0.2631577253341675,9,7899,
,,,,0.012679008767008781,9,7949,
,,,,0.07851157337427139,9,7999,
,,,,0.2305746227502823,9,8049,
,,,,0.23487643897533417,9,8099,
,,,,0.03379194065928459,9,8149,
,,,,0.08597349375486374,9,8199,
,,,,0.07220886647701263,9,8249,
,,,,0.19398163259029388,9,8299,
,,,,0.036647193133831024,9,8349,
,,,,0.06411677598953247,9,8399,
,,,,0.032441362738609314,9,8449,
,,,,0.16080303490161896,9,8499,
,,,,0.0069115799851715565,9,8549,
,,,,0.010461910627782345,9,8599,
0.9523581266403198,0.18748652935028076,,,,9,8599,
,,,,,9,8599,0.10027270764112473
,,0.9549301862716675,0.1755753457546234,,10,8600,
